cl_person_id,full_name,display_name,court_id,seat_id,status,is_chief,appointing_president,president_party,nomination_date,confirmation_date,commission_date,senior_date,term_expiration_date,jd_school,jd_year,aba_rating,cl_profile_url,photo_url,photo_source,photo_license,fedsoc_reported,fedsoc_basis,fedsoc_source,acs_reported,acs_basis,acs_source,data_verified,notes
8561,Joel McElroy Carson III,Carson,ca10,CA101102,active,false,Donald J. Trump,Republican,2017-12-20,2018-05-15,2018-05-17,,,University of New Mexico School of Law,1997,Well Qualified,https://www.courtlistener.com/person/8561/joel-mcelroy-carson-iii/,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Joel_M_Carson_III.png/330px-Joel_M_Carson_III.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Joel_M_Carson_III.png,Public domain,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
15364,Veronica Sophia Rossman,Rossman,ca10,CA101202,active,false,Joseph R. Biden,Democratic,2021-05-12,2021-09-20,2021-09-28,,,"University of California Hastings College of the Law (now UC College of the Law, San Francisco)",1997,Qualified,https://www.courtlistener.com/person/15364/veronica-sophia-rossman/,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Judge_Veronica_Rossman_%28cropped%29.png/330px-Judge_Veronica_Rossman_%28cropped%29.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Judge_Veronica_Rossman_(cropped).png,Public domain,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
,Richard Edward Neel Federico,Federico,ca10,CA100604,active,false,Joseph R. Biden,Democratic,2023-07-27,2023-12-11,2023-12-13,,,University of Kansas School of Law,2002,Well Qualified,,https://upload.wikimedia.org/wikipedia/commons/f/f9/Richard_E._N._Federico.jpg,https://commons.wikimedia.org/wiki/File:Richard_E._N._Federico.jpg,Public domain — credit: U.S. Senate Judiciary Committee,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
107,R[obert] Lanier Anderson III,Anderson,ca11,CA110901,senior,false,None (reassignment),None (reassignment),,,1981-10-01,2009-01-31,,Harvard Law School,1961,,https://www.courtlistener.com/person/107/robert-lanier-anderson-iii/,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/R_Lanier_Anderson_III.jpg/330px-R_Lanier_Anderson_III.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:R_Lanier_Anderson_III.jpg,Public domain,false,,,false,,,false,"Phase-2 sweep; FJC + CourtListener. [[note]] No ABA rating or nomination/confirmation date for this seat: it's a 1981 statutory reassignment from the 5th Circuit (94 Stat. 1994, Fifth/Eleventh Circuit split), not a new nomination — FJC's own data has no such event for this seat. His most recent rated appointment was the 5th Circuit, 1979 (Well Qualified)."
3237,Gerald Bard Tjoflat,Tjoflat,ca11,CA110301,senior,false,None (reassignment),None (reassignment),,,1981-10-01,2019-11-19,,Duke University School of Law,1957,,https://www.courtlistener.com/person/3237/gerald-bard-tjoflat/,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Gerald_Tjoflat_%28cropped%29.jpg/330px-Gerald_Tjoflat_%28cropped%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Gerald_Tjoflat_(cropped).jpg,Public domain,false,,,false,,,false,"Phase-2 sweep; FJC + CourtListener. [[note]] No ABA rating or nomination/confirmation date for this seat: it's a 1981 statutory reassignment from the 5th Circuit (94 Stat. 1994, Fifth/Eleventh Circuit split), not a new nomination — FJC's own data has no such event for this seat. His most recent rated appointment was the 5th Circuit, 1975 (Well Qualified)."
972,James Larry Edmondson,Edmondson,ca11,CA111002,senior,false,Ronald Reagan,Republican,1986-03-26,1986-04-29,1986-05-07,2012-07-15,,University of Georgia School of Law,1971,Qualified,https://www.courtlistener.com/person/972/james-larry-edmondson/,,,,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
924,Joel Fredrick Dubina,Dubina,ca11,CA110602,senior,false,George H.W. Bush,Republican,1990-06-07,1990-09-28,1990-10-01,2013-10-26,,"Samford University, Cumberland School of Law",1973,Well Qualified,https://www.courtlistener.com/person/924/joel-fredrick-dubina/,https://upload.wikimedia.org/wikipedia/commons/6/64/Joel_F._Dubina%2C_U.S._Court_of_Appeals_Judge.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,"https://commons.wikimedia.org/wiki/File:Joel_F._Dubina,_U.S._Court_of_Appeals_Judge.jpg",Public domain,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
291,Susan Harrell Black,Black,ca11,CA111202,senior,false,George H.W. Bush,Republican,1992-03-10,1992-08-11,1992-08-12,2011-02-25,,University of Florida College of Law (now Fredric G. Levin College of Law),1967,Well Qualified,https://www.courtlistener.com/person/291/susan-harrell-black/,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Susan_H_Black.jpg/330px-Susan_H_Black.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Susan_H_Black.jpg,Public domain,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
539,Edward Earl Carnes,E. Carnes,ca11,CA110802,senior,false,George H.W. Bush,Republican,1992-01-27,1992-09-09,1992-09-10,2020-06-30,,Harvard Law School,1975,Qualified,https://www.courtlistener.com/person/539/edward-earl-carnes/,https://upload.wikimedia.org/wikipedia/commons/8/8e/Ed_Carnes.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,https://commons.wikimedia.org/wiki/File:Ed_Carnes.jpg,Public domain,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
1556,Frank M. Hull,Hull,ca11,CA110702,senior,false,William J. Clinton,Democratic,1997-06-18,1997-09-04,1997-09-18,2017-12-31,,Emory University School of Law,1973,Well Qualified,https://www.courtlistener.com/person/1556/frank-m-hull/,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Judge-Hull.jpg/330px-Judge-Hull.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Judge-Hull.jpg,Public domain,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
2036,Stanley Marcus,Marcus,ca11,CA110502,senior,false,William J. Clinton,Democratic,1997-09-25,1997-11-07,1997-11-12,2019-12-05,,Harvard Law School,1971,Well Qualified,https://www.courtlistener.com/person/2036/stanley-marcus/,,,,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
3500,Charles R. Wilson,Wilson,ca11,CA111102,senior,false,William J. Clinton,Democratic,1999-05-27,1999-07-30,1999-08-09,2024-12-31,,Notre Dame Law School,1979,Well Qualified,https://www.courtlistener.com/person/3500/charles-r-wilson/,https://upload.wikimedia.org/wikipedia/commons/2/2c/Charles_R._Wilson_%28cropped%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,https://commons.wikimedia.org/wiki/File:Charles_R._Wilson_(cropped).jpg,Public domain,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
2636,William Holcombe Pryor Jr.,W. Pryor,ca11,CA110103,active,true,George W. Bush,Republican,2005-02-14,2005-06-09,2005-06-10,,,Tulane University Law School,1987,Qualified,https://www.courtlistener.com/person/2636/william-holcombe-pryor-jr/,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Portrait_of_US_federal_judge_William_H._Pryor%2C_Jr.jpg/330px-Portrait_of_US_federal_judge_William_H._Pryor%2C_Jr.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:Portrait_of_US_federal_judge_William_H._Pryor,_Jr.jpg",Public domain,true,contributor,https://en.wikipedia.org/w/index.php?title=William_H._Pryor_Jr.&oldid=1355357869,false,,,false,Phase-2 sweep; FJC + CourtListener.
1677,Adalberto Jose Jordan,Jordan,ca11,CA111203,active,false,Barack Obama,Democratic,2011-08-02,2012-02-15,2012-02-17,,,University of Miami School of Law,1987,Well Qualified,https://www.courtlistener.com/person/1677/adalberto-jose-jordan/,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Adalberto-Jordan.jpg/330px-Adalberto-Jordan.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Adalberto-Jordan.jpg,CC BY-SA 4.0 — credit: Miami Law Review,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
2776,Robin Stacie Rosenbaum,Rosenbaum,ca11,CA110203,active,false,Barack Obama,Democratic,2014-01-06,2014-05-12,2014-06-02,,,University of Miami School of Law,1991,Well Qualified,https://www.courtlistener.com/person/2776/robin-stacie-rosenbaum/,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Robin_Rosenbaum.jpg/330px-Robin_Rosenbaum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Robin_Rosenbaum.jpg,Public domain,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
540,Julie E. Carnes,J. Carnes,ca11,CA111003,senior,false,Barack Obama,Democratic,2014-01-06,2014-07-21,2014-07-31,2018-06-18,,University of Georgia School of Law,1975,Well Qualified,https://www.courtlistener.com/person/540/julie-e-carnes/,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Julie_Carnes.jpg/330px-Julie_Carnes.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Julie_Carnes.jpg,Public domain,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
2635,Jill Anne Pryor,J. Pryor,ca11,CA110403,active,false,Barack Obama,Democratic,2014-01-06,2014-09-08,2014-09-09,,,Yale Law School,1988,Well Qualified,https://www.courtlistener.com/person/2635/jill-anne-pryor/,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Jill_Pryor_%28Judge%29_%28cropped%29.jpg/330px-Jill_Pryor_%28Judge%29_%28cropped%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Jill_Pryor_(Judge)_(cropped).jpg,Public domain,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
8610,Kevin Christopher Newsom,Newsom,ca11,CA110603,active,false,Donald J. Trump,Republican,2017-05-08,2017-08-01,2017-08-02,,,Harvard Law School,1997,Well Qualified,https://www.courtlistener.com/person/8610/kevin-christopher-newsom/,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Kevin_Christopher_Newsom_%28cropped%29.jpg/330px-Kevin_Christopher_Newsom_%28cropped%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Kevin_Christopher_Newsom_(cropped).jpg,Public domain,true,member,https://en.wikipedia.org/w/index.php?title=Kevin_Newsom&oldid=1365771909,false,,,false,Phase-2 sweep; FJC + CourtListener.
7145,Elizabeth Lee Branch,Branch,ca11,CA110703,active,false,Donald J. Trump,Republican,2018-01-08,2018-02-27,2018-03-19,,,Emory University School of Law,1994,Well Qualified,https://www.courtlistener.com/person/7145/elizabeth-l-branch/,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Branch-Public-Court-Photo.jpg/330px-Branch-Public-Court-Photo.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Branch-Public-Court-Photo.jpg,CC BY-SA 4.0 — credit: Hypotheticaljurisdiction,true,advisor,https://en.wikipedia.org/w/index.php?title=Elizabeth_L._Branch&oldid=1366395405,false,,,false,Phase-2 sweep; FJC + CourtListener.
8577,Britt Cagle Grant,Grant,ca11,CA111004,active,false,Donald J. Trump,Republican,2018-04-10,2018-07-31,2018-08-03,,,Stanford Law School,2007,Qualified,https://www.courtlistener.com/person/8577/britt-cagle-grant/,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Britt_Grant.jpg/330px-Britt_Grant.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Britt_Grant.jpg,Public domain,true,chapter_leader,https://en.wikipedia.org/w/index.php?title=Britt_Grant&oldid=1363343810,false,,,false,Phase-2 sweep; FJC + CourtListener.
,Robert Joshua Luck,Luck,ca11,CA110302,active,false,Donald J. Trump,Republican,2019-10-15,2019-11-19,2019-11-19,,,University of Florida Fredric G. Levin College of Law,2004,Well Qualified,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Florida-Supreme-Court-Justice-Robert-Luck-2019.jpg/330px-Florida-Supreme-Court-Justice-Robert-Luck-2019.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Florida-Supreme-Court-Justice-Robert-Luck-2019.jpg,Public domain,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
6958,Barbara Lagoa,Lagoa,ca11,CA110503,active,false,Donald J. Trump,Republican,2019-10-15,2019-11-20,2019-12-06,,,Columbia Law School,1992,Well Qualified,https://www.courtlistener.com/person/6958/barbara-lagoa/,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Florida-Supreme-Court-Justice-Barbara-Lagoa-2019.jpg/330px-Florida-Supreme-Court-Justice-Barbara-Lagoa-2019.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Florida-Supreme-Court-Justice-Barbara-Lagoa-2019.jpg,Public domain,true,contributor,https://fedsoc.org/contributors/barbara-lagoa,false,,,false,Phase-2 sweep; FJC + CourtListener.
8552,Andrew Lynn Brasher,Brasher,ca11,CA110803,active,false,Donald J. Trump,Republican,2020-01-03,2020-02-11,2020-06-30,,,Harvard Law School,2006,Well Qualified,https://www.courtlistener.com/person/8552/andrew-lynn-brasher/,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Andrew_Brasher_%28cropped%29.jpg/330px-Andrew_Brasher_%28cropped%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Andrew_Brasher_(cropped).jpg,Public domain,true,member,https://en.wikipedia.org/w/index.php?title=Andrew_L._Brasher&oldid=1368801435,false,,,false,Phase-2 sweep; FJC + CourtListener.
,Nancy Gbana Abudu,Abudu,ca11,CA110903,active,false,Joseph R. Biden,Democratic,2023-01-03,2023-05-18,2023-05-26,,,Tulane University Law School,1999,Well Qualified,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Nancy_Abudu_%28Judge%29.jpg/330px-Nancy_Abudu_%28Judge%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Nancy_Abudu_(Judge).jpg,Public domain,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
,Embry Jerode Kidd,Kidd,ca11,CA111103,active,false,Joseph R. Biden,Democratic,2024-05-14,2024-11-18,2025-01-02,,,Yale Law School,2008,Well Qualified,,https://upload.wikimedia.org/wikipedia/commons/4/40/Embry_J_Kidd.png,https://commons.wikimedia.org/wiki/File:Embry_J_Kidd.png,Public domain — credit: U.S. Senate Judiciary Committee,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
1720,Amalya Lyle Kearse,Kearse,ca2,CA21301,senior,false,Jimmy Carter,Democratic,1979-05-03,1979-06-19,1979-06-21,2002-06-11,,University of Michigan Law School,1962,Well Qualified,https://www.courtlistener.com/person/1720/amalya-lyle-kearse/,,,,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
2400,Jon Ormond Newman,Newman,ca2,CA21201,senior,false,Jimmy Carter,Democratic,1979-04-30,1979-06-19,1979-06-21,1997-07-01,,Yale Law School,1956,,https://www.courtlistener.com/person/2400/jon-ormond-newman/,https://upload.wikimedia.org/wikipedia/commons/b/bc/Jon_O._Newman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,https://commons.wikimedia.org/wiki/File:Jon_O._Newman.jpg,Public domain,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener. [[note]] No ABA rating on file for this (2nd Cir.) appointment in FJC's data. His prior D. Conn. appointment (1971) was rated Qualified.
3344,John Mercer Walker Jr.,Walker,ca2,CA20902,senior,false,George H.W. Bush,Republican,1989-09-21,1989-11-22,1989-11-27,2006-09-30,,University of Michigan Law School,1966,Well Qualified,https://www.courtlistener.com/person/3344/john-mercer-walker-jr/,https://upload.wikimedia.org/wikipedia/commons/3/3f/John_M._Walker%2C_Jr..JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,"https://commons.wikimedia.org/wiki/File:John_M._Walker,_Jr..JPG",Public domain,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
1614,Dennis G. Jacobs,Jacobs,ca2,CA21103,senior,false,George H.W. Bush,Republican,1992-03-20,1992-09-29,1992-10-02,2019-05-31,,New York University School of Law,1973,Qualified,https://www.courtlistener.com/person/1614/dennis-g-jacobs/,,,,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
1916,Pierre Nelson Leval,Leval,ca2,CA20805,senior,false,William J. Clinton,Democratic,1993-08-06,1993-10-18,1993-10-20,2002-08-16,,Harvard Law School,1963,Well Qualified,https://www.courtlistener.com/person/1916/pierre-nelson-leval/,,,,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
506,Guido Calabresi,Calabresi,ca2,CA20309,senior,false,William J. Clinton,Democratic,1994-02-09,1994-07-18,1994-07-21,2009-07-21,,Yale Law School,1958,Well Qualified,https://www.courtlistener.com/person/506/guido-calabresi/,,,,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
497,José Alberto Cabranes,Cabranes,ca2,CA20208,senior,false,William J. Clinton,Democratic,1994-05-24,1994-08-09,1994-08-10,2023-03-09,,Yale Law School,1965,Well Qualified,https://www.courtlistener.com/person/497/jose-alberto-cabranes/,https://upload.wikimedia.org/wikipedia/commons/e/eb/JoseACabranes.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,https://commons.wikimedia.org/wiki/File:JoseACabranes.jpg,Public domain,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
2823,Robert David Sack,Sack,ca2,CA21402,senior,false,William J. Clinton,Democratic,1997-11-06,1998-06-15,1998-06-16,2009-08-06,,Columbia Law School,1963,Qualified,https://www.courtlistener.com/person/2823/robert-david-sack/,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Judicial_Portrait_RDS.jpg/330px-Judicial_Portrait_RDS.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Judicial_Portrait_RDS.jpg,Public domain,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
2499,Barrington Daniels Parker Jr.,Parker,ca2,CA20408,senior,false,George W. Bush,Republican,2001-09-04,2001-10-11,2001-10-16,2009-10-10,,Yale Law School,1969,Well Qualified,https://www.courtlistener.com/person/2499/barrington-daniels-parker-jr/,,,,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
2649,Reena Raggi,Raggi,ca2,CA21302,senior,false,George W. Bush,Republican,2002-05-01,2002-09-20,2002-10-04,2018-08-31,,Harvard Law School,1976,Well Qualified,https://www.courtlistener.com/person/2649/reena-raggi/,https://upload.wikimedia.org/wikipedia/commons/a/a1/Judge_Reena_Raggi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,https://commons.wikimedia.org/wiki/File:Judge_Reena_Raggi.jpg,Public domain,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
3427,Richard C. Wesley,Wesley,ca2,CA20806,senior,false,George W. Bush,Republican,2003-03-05,2003-06-11,2003-06-12,2016-08-01,,Cornell Law School,1974,Well Qualified,https://www.courtlistener.com/person/3427/richard-c-wesley/,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Richard_C._Wesley.jpg/330px-Richard_C._Wesley.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Richard_C._Wesley.jpg,CC BY-SA 4.0 — credit: Photo courtesy of the University of Albany,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
1951,Debra Ann Livingston,Livingston,ca2,CA20903,senior,false,George W. Bush,Republican,2007-01-09,2007-05-09,2007-05-17,2026-07-01,,Harvard Law School,1984,Well Qualified,https://www.courtlistener.com/person/1951/debra-ann-livingston/,https://upload.wikimedia.org/wikipedia/commons/1/16/Debra_Ann_Livingston.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,https://commons.wikimedia.org/wiki/File:Debra_Ann_Livingston.jpg,Public domain,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
1996,Gerard E. Lynch,Lynch,ca2,CA21006,senior,false,Barack Obama,Democratic,2009-04-02,2009-09-17,2009-09-18,2016-09-05,,Columbia Law School,1975,Well Qualified,https://www.courtlistener.com/person/1996/gerard-e-lynch/,https://upload.wikimedia.org/wikipedia/commons/5/58/Gerard_E._Lynch_%28cropped%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,https://commons.wikimedia.org/wiki/File:Gerard_E._Lynch_(cropped).jpg,Public domain,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
607,Denny Chin,Chin,ca2,CA21403,senior,false,Barack Obama,Democratic,2009-10-06,2010-04-22,2010-04-23,2021-06-01,,Fordham University School of Law,1978,Well Qualified,https://www.courtlistener.com/person/607/denny-chin/,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Denny_Chin.jpg/330px-Denny_Chin.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Denny_Chin.jpg,CC BY-SA 3.0 — credit: Sue Kim,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
1958,Raymond Joseph Lohier Jr.,Lohier,ca2,CA21503,active,true,Barack Obama,Democratic,2010-03-10,2010-12-19,2010-12-20,,,New York University School of Law,1991,Qualified,https://www.courtlistener.com/person/1958/raymond-joseph-lohier-jr/,https://upload.wikimedia.org/wikipedia/commons/2/27/Raymond_Lohier_%28cropped%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,https://commons.wikimedia.org/wiki/File:Raymond_Lohier_(cropped).jpg,Public domain,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
542,Susan Laura Carney,Carney,ca2,CA20409,senior,false,Barack Obama,Democratic,2011-01-05,2011-05-17,2011-05-17,2022-09-27,,Harvard Law School,1977,Qualified,https://www.courtlistener.com/person/542/susan-laura-carney/,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Susan_L_Carney.png/330px-Susan_L_Carney.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Susan_L_Carney.png,Public domain,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
3138,Richard Joseph Sullivan,Sullivan,ca2,CA20807,active,false,Donald J. Trump,Republican,2018-05-07,2018-10-11,2018-10-17,,,Yale Law School,1990,Well Qualified,https://www.courtlistener.com/person/3138/richard-joseph-sullivan/,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Richard_J._Sullivan.jpg/330px-Richard_J._Sullivan.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Richard_J._Sullivan.jpg,CC BY-SA 3.0 — credit: Richard J. Sullivan,true,member,https://en.wikipedia.org/w/index.php?title=Richard_J._Sullivan&oldid=1371304210,false,,,false,Phase-2 sweep; FJC + CourtListener.
268,Joseph Frank Bianco,Bianco,ca2,CA21303,active,false,Donald J. Trump,Republican,2019-01-23,2019-05-08,2019-05-13,,,Columbia Law School,1991,Well Qualified,https://www.courtlistener.com/person/268/joseph-frank-bianco/,https://upload.wikimedia.org/wikipedia/commons/b/b4/Joseph_Frank_Bianco.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,https://commons.wikimedia.org/wiki/File:Joseph_Frank_Bianco.JPG,Public domain,true,member,https://en.wikipedia.org/w/index.php?title=Joseph_F._Bianco&oldid=1363344144,false,,,false,Phase-2 sweep; FJC + CourtListener.
8620,Michael Hun Park,Park,ca2,CA21007,active,false,Donald J. Trump,Republican,2019-01-23,2019-05-09,2019-05-13,,,Yale Law School,2001,Well Qualified,https://www.courtlistener.com/person/8620/michael-hun-park/,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Michael_H._Park_%28Judge%29_cropped.jpg/330px-Michael_H._Park_%28Judge%29_cropped.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Michael_H._Park_(Judge)_cropped.jpg,CC0,true,member,https://en.wikipedia.org/w/index.php?title=Michael_H._Park&oldid=1371056305,false,,,false,Phase-2 sweep; FJC + CourtListener.
15376,Steven James Menashi,Menashi,ca2,CA21104,active,false,Donald J. Trump,Republican,2019-09-09,2019-11-14,2019-11-14,,,Stanford Law School,2008,Well Qualified,https://www.courtlistener.com/person/15376/steven-james-menashi/,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Steven-Menashi-Headshot.jpg/330px-Steven-Menashi-Headshot.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Steven-Menashi-Headshot.jpg,CC BY-SA 4.0 — credit: Hypotheticaljurisdiction,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
14411,William Joseph Nardini,Nardini,ca2,CA20311,active,false,Donald J. Trump,Republican,2019-09-19,2019-11-07,2019-11-14,,,Yale Law School,1994,Well Qualified,https://www.courtlistener.com/person/14411/william-joseph-nardini/,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/William_Nardini_%28Judge%29_%28cropped%29.jpg/330px-William_Nardini_%28Judge%29_%28cropped%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:William_Nardini_(Judge)_(cropped).jpg,Public domain,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
,Eunice Cheryl Lee,Lee,ca2,CA21203,active,false,Joseph R. Biden,Democratic,2021-05-12,2021-08-07,2021-08-16,,,Yale Law School,1996,Well Qualified,,https://upload.wikimedia.org/wikipedia/commons/a/aa/Eunice_Lee.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,https://commons.wikimedia.org/wiki/File:Eunice_Lee.png,Public domain,false,,,false,,,false,Phase-2 sweep; FJC + CourtListener.
